Year,Month,Air Pollutants (PPM),Green Plant Count (in thousands),Vehicles (in thousands),Factory Emissions (CO2 in metric tons),Land Use Change (%),Biomass Combustion (in metric tons),CO2 Levels (PPM)
1950,11,69.6089774850912,298.71821617876077,377.43052315964565,76.02933222104727,2.7031867330564,26.16968366069589,383.86312744460486
1950,12,133.50984616388268,869.0918515617608,173.30932283108348,50.723836746469324,4.380114325406134,46.63306352618824,313.3127806637744
1950,12,149.28175820670367,600.9615264159422,243.83765388459327,84.12429098938534,0.9652706875875522,17.008149359636743,334.10256420085085
1950,12,169.96441141928597,706.370167043216,426.8245171738474,59.41269362902039,0.3847744180377871,20.064097209511864,397.1306770429479
1950,12,131.38217934509692,942.4661516765084,247.69233853594375,96.18027656551573,4.749590907495974,21.871877842561407,351.91450876206585
1950,12,189.13420232285634,711.8897385007793,53.44739010069755,48.59528798199152,0.1612756839929813,35.17087355571205,406.21195022637335
1950,12,150.2732931475106,165.60934543823248,376.37859633572623,15.374609570787241,1.045345912130854,33.92011366365747,307.337634944773
1950,12,99.38652181453654,869.0433520561023,359.64001537191234,78.93937092396474,1.2756048326876606,25.370537484176722,364.8429181062453
1951,1,50.23691316168678,284.48194888391095,92.473790189076,38.64566378048214,0.19341630449000113,40.33398375739914,345.5540765356474
1951,1,149.20405904919585,948.1861984109383,317.51457847629786,57.208602043356464,4.616043463557612,48.89167927454436,386.1946298340156
1951,1,110.12678534802184,929.6683064073187,169.76651191898395,39.35132483065064,0.42257754580609264,29.3325022858943,402.95343650225124
1951,1,158.6811011091472,100.15796427213097,388.75173933238466,73.86924201710777,0.21937987940249204,11.92163405027572,412.382271716493
1951,1,117.80428601970281,481.7357920524399,150.88394783401552,72.9379652889242,0.21715012179859938,35.385059749637136,409.2943235605419
1951,1,155.09207276113085,533.8134036030738,384.6909929634544,47.390659631117884,0.6559394987768907,43.24008062424335,370.82988648890796
1951,1,50.84945007886951,611.1284529460673,127.22564657703903,16.107443071959914,4.541246807040597,44.96377735373642,407.81543630210757
1951,2,193.1960241074347,246.21419245314976,138.92296162588644,72.67919828940612,0.29205065958572807,39.86882284574055,318.68292670676726
1951,2,126.53706497047185,325.18403835718766,250.22196410357333,51.27765968785218,4.876910418759963,19.867583776389353,309.32156837229456
1951,2,51.65426727487043,634.1652029024776,159.27329488700332,42.224942100915825,0.890433340479222,25.977945718427833,346.62270613937096
1951,3,118.16334787393117,668.2507134530307,490.21186725004287,42.87456478317764,1.4057508075425078,14.218068840843717,416.3336866436274
1951,3,81.46631206686622,953.1006932315624,288.4306115027608,82.77506222741862,2.4224351100347405,11.246966313606464,393.46598748418194
1951,3,144.95433581116137,262.264856757596,141.5990552798619,38.80837882410002,1.5198329188124533,9.344787439148242,297.2875127557461
1951,3,79.91605055198299,515.7985085145536,368.775035649216,92.38504740596925,4.687589689901345,21.057568456234446,318.82653458768743
1951,3,70.76639516983106,701.636884576101,496.53937754750956,29.958946681199794,0.9003750614830575,22.441889546053464,336.76341696560183
1951,4,89.36117338561175,189.62978349550502,176.4265216098653,91.80584882612074,2.8945814992339725,37.651552246078055,386.95693367435433
1951,4,65.31123871491468,596.5342773357115,453.7099846607294,79.99359491375155,2.2366090650040773,13.662766991585185,399.4985063249495
1951,4,93.70765790310982,982.8566176173571,432.33217472499115,37.53271987662259,3.4622749347704658,20.485151086036833,350.1181253324602
1951,4,175.29596912876752,132.1646965547208,206.6573860675709,34.80306112655593,1.2640093322356156,38.537106126508796,416.22488311597215
1951,4,50.289787143725775,709.8518579883503,203.80464746655167,58.94746959935663,0.17312688589205205,7.044287731611014,332.4777493153828
1951,4,183.9544937128952,711.8587596992068,138.30442079856985,10.076419865954632,3.0733745063982214,19.713835551424047,290.9090947457855
1951,5,126.8907579532382,693.8319882592539,221.47796605350473,62.191534445411456,3.1748406983313107,49.12846138494968,313.7853287523935
1951,5,139.09109314151078,660.08196771029,393.24416500452253,67.95709895281132,3.327290715139908,6.285680853917055,343.57577608985133
1951,5,182.25117654303085,580.8235806305429,177.50171267388964,26.550642027251254,1.6275045142807127,29.292873254010598,404.8790018090308
1951,5,54.82479054839471,156.10733911850264,140.9641728095234,59.62264109306329,0.7578262826186377,21.163155529699587,419.8838478538313
1951,5,50.32761417583359,746.1229615504644,231.94256612660922,74.39166417196807,2.6276673869456904,28.342032944579636,320.78108617914216
1951,5,100.2664790055416,492.5865668341327,149.37458553774283,69.60802095994283,1.3090852598093794,26.64611580549852,346.14740604207424
1951,5,151.6809680702998,499.4099546418153,138.59021795486325,99.03346297461034,4.990819801643149,46.75312903298239,411.74328517849614
1951,5,61.67351969557489,225.79926934432865,121.09740379100067,21.882130922200204,4.325673030054938,31.746612762979527,410.7798415481032
1951,6,150.68323345194764,938.6046939486279,437.8031809419668,83.73576126556928,4.489895799858394,37.593290882011765,299.0029430616575
1951,6,129.23399115907353,481.5435303042233,463.9445274538584,26.077773782660742,0.6344664049155546,38.96489260115236,312.5483134978502
1951,6,92.68936918038776,945.0029326285174,184.07716710597612,50.38238232671211,2.7305362934759376,33.42686870267395,315.39301733236005
1951,6,99.6192492171565,586.7310542341918,285.68945501347775,91.21323186841957,4.902511985006841,7.348169536688223,413.1487933557951
1951,6,118.25231576966718,873.3795213094951,193.58138969090857,78.06105479674154,4.621802061319835,43.51175154689056,407.6115692997228
1951,6,153.2560819078884,700.3774462019908,499.12160977740814,36.91107939628988,4.149015723647837,21.59393768514077,337.3381363589821
1951,6,69.68232243975298,853.4072126184968,202.34509143506216,83.57055049397033,2.1790241625382416,30.80917846231722,323.3353003735339
1951,6,130.73005871147305,635.5710419534693,141.5423759693619,87.93602527456295,1.2683529212804545,39.78080354927847,368.5133009193885
1951,7,145.76826059782155,100.106780419765,497.5172971034603,46.705537600759904,2.3024041175437935,38.936391276379524,310.66253229036585
1951,7,65.88735344431603,796.5325511249937,338.70649354965155,11.141852880958188,3.24939332224333,45.85521328193417,352.4856785743617
1951,7,139.47740010479464,572.0402688323709,290.11502272113546,37.02331991189599,3.714906090742666,29.079642315959976,289.8464268742404
1951,7,173.37767029975225,440.51988165641876,147.56617662697533,98.96913419614037,0.8823531335282825,28.031478659624153,369.34112686898794
1951,8,66.21162404995825,713.1300671681873,101.61040220209242,63.710040484751815,0.5679159313609994,20.663614771501088,414.93938279109204
1951,8,108.76576130180047,634.5436994727438,72.41553491144211,24.623754299988157,2.326496003054548,35.029512264951194,331.5712316902034
1951,8,134.39614958721492,392.9194902219781,321.3537225901471,86.93414319399108,4.933261773873765,42.921035214515086,366.5932465788988
1951,8,144.64556673050873,972.7839741329663,229.646693473885,39.416375665318995,2.7334535242533526,28.27598968265378,397.29795030231537
1951,8,73.50639436443787,561.6367190121546,230.5649907405541,32.26088859029953,1.671980888105974,45.187995361262686,360.8027497431443
1951,9,125.0446811590988,487.10644624692156,128.21042954235557,39.18014997032981,1.3493078855924296,23.248694903947822,299.3480410687214
1951,9,132.59199469777155,257.8701624898699,70.32125315997337,83.913982248173,1.6346362121078895,14.93171166903457,418.14325811422225
1951,10,90.70822823551472,850.9805612599102,199.9324199732121,50.741584495486215,2.6664166967977403,12.616402496565366,415.6017381055053
1951,10,156.91306321438762,283.4905083594393,407.7182828465288,69.18684419029364,3.4518756068097374,38.539571940283246,350.3054043902061
1951,10,103.87427364206282,344.78859068504335,400.63145288304025,44.778327386183534,3.4340090983266247,27.659117108976627,337.8667918471599
1951,10,166.42572380603355,270.2881047751988,80.28899976824657,18.590612516670483,4.60509507000448,17.146332451077196,314.7018379359086
1951,10,169.8309966776037,379.6337968461254,195.1277850445189,53.379569975138466,4.1731756188479405,25.16506008038213,326.0115741145117
1951,10,146.79962192442827,976.3416114775615,277.08884751480275,36.09264123357218,3.9063860770057435,8.665671387410281,401.77955262221485
1951,10,82.51458020156001,806.1609553929892,300.5589639705836,26.941659000359724,1.777749464020183,30.02535435994585,284.3430250788366
1951,11,56.14272982242197,389.8289853779384,257.45443197782953,25.951174672626315,0.45543533293937066,34.904073474265545,308.67926406299256
1951,11,177.86456263536786,725.5354388476635,433.76239116632644,49.03476644981386,4.953784702727774,44.73660277951498,283.2804168444641
1951,11,71.28998161390979,262.26591462710235,245.43319195274086,98.15350314609532,2.6900239244239184,7.420682467748031,408.55732808546054
1951,11,178.48522947348485,640.2613984556168,376.6717462999051,41.363986862624174,1.3473716998079506,14.490416688101904,318.99183944942575
1951,11,110.48906318337308,936.1638233575395,177.60446713160573,94.9009734419824,1.1201462449592454,12.894746838534147,293.7564611464618
1951,11,199.69430991435294,633.8725818021512,93.89673235809488,94.08285298100348,0.10246807694440419,46.350079270406184,282.86927042086774
1951,11,142.69016832669405,964.776534653782,281.7560241100765,90.7457411503612,0.43064583507326226,48.88305460001005,302.71220300940496
1951,12,175.6809905179044,186.08373960040603,279.6160195400404,81.75961771650422,0.7861720221895196,43.951445341148926,393.19554300974954
1951,12,189.881468912897,985.2947237439871,343.165445098355,49.25619724762218,2.538870664483884,5.530995339856905,349.9660622812604
1951,12,169.3192881832201,296.01190001114134,261.3883753847485,61.81716558891909,2.4767892110085263,33.01413940099515,301.318361084675
1951,12,76.37148251158854,868.2890315043801,70.13849863712157,64.15186146137037,0.2623148140320558,31.573002219678745,385.92536466886173
1952,1,95.22326230315392,674.6108038453265,277.1323475968384,22.054839652301638,3.293420420369406,24.944486024294658,353.9265697726173
1952,1,121.88243861502744,384.4461656519838,476.7096709861939,24.997616897709143,4.9804904718163785,13.809195690503907,405.3529413247513
1952,2,135.39220744257867,155.01058779319018,115.80158714806119,32.963980487894176,2.4964607398548946,25.991979814545896,382.3660096051474
1952,2,170.4509045688502,384.0159773619776,480.2899415064818,22.793897678978546,4.789217039542336,23.089640785399055,418.8504106417864
1952,2,168.191138100935,874.4409485169837,472.6828731276321,39.80262150327083,1.4664377404629647,33.205529338096795,381.44276715319745
1952,2,183.80451731146715,659.876055225959,400.9645924411079,84.2914796330077,0.364924863139674,40.266978588086324,306.4119796050867
1952,2,65.13230420801895,847.0150033373073,374.8773215635362,35.758168175907485,0.6216090058966539,28.936504695919062,369.6849183728948
1952,3,167.18854306742782,434.9682073612884,193.60950949267726,38.76560403262805,3.7332940856969494,16.691736117403384,364.54193364703985
1952,3,155.8234322867952,497.8546393548007,344.81141476242624,15.92452418950859,3.362552463043663,38.756661582657415,362.49074207658924
1952,3,110.65466449717215,419.8025344196367,398.4928618594285,82.5128069894262,1.629952286967603,40.9877975731376,335.38586001229476
1952,3,62.48027247634025,155.49958657666372,246.76512764117467,60.308165660517865,1.4545359369144601,39.780481232249656,342.71951939534415
1952,3,105.16806282208455,521.659044927842,167.31888754718773,59.47373983321854,4.135002485161772,19.417966475786542,280.13491592856894
1952,3,71.82371708717395,677.9614707552835,301.73288556105376,79.61169371662692,2.38578862570195,7.713967281097947,408.97847680660084
1952,3,195.5900101786188,526.1984501925143,352.9133587128255,85.63701533567306,3.7236021988256236,26.444459469978227,384.9664123643136
1952,3,163.41074153326423,855.1122428438217,337.80990193183317,99.36026591660674,0.20929674369580709,19.234286342931888,407.91460823320926
1952,4,197.35858317763498,448.7476407120681,418.15064604856593,69.27838274348224,1.203426601053466,14.348670786314862,351.5108916651123
1952,4,161.88383975982234,529.1585235239138,144.9124502633059,99.43304710493844,1.4701814420555503,11.34759901917781,382.3621256277454
1952,4,198.7549191527844,705.1656642360181,478.29542825297386,82.18771699347776,4.03543047754283,5.850955523511423,342.7278886368963
1952,4,167.67584034443257,933.8785966891929,370.36051515678747,57.279621904138565,3.466112907151468,18.532007224231712,320.3085024909044
1952,4,160.25347972672557,119.83528330087081,125.88384404532306,81.59594139508951,2.581438039994718,25.57003271142699,290.72583415417853
1952,4,64.83095433144541,379.21316664940343,420.873142510412,70.31552874834125,3.4304413994949106,47.734764552123465,348.84767556630595
1952,4,60.65016192580854,370.88785833560513,301.70642564429,27.973017409521034,3.7857784228275255,46.840840732300805,302.71119025047034
1952,5,197.3868384488307,348.960049384331,401.03327103048076,71.40210679444765,4.067565228624179,45.73588719090814,394.660585363164
1952,5,192.17553497704995,702.7920121506411,278.7389900402127,43.64154010368208,2.2959879089001096,28.13179887701481,382.180356864916
1952,5,140.97888005758006,106.45699451540845,155.07197523938777,65.37166434620926,3.299278190747742,49.29658628388413,332.49042638886385
1952,5,161.49487584604685,473.18516001568355,488.830611314611,37.66465427380308,3.9963352201286177,18.58737366218543,412.9441602147282
1952,6,112.2820635026496,650.342200944109,458.6334811383159,23.328864982108463,4.054181269131264,31.230404079479687,345.08759172008195
1952,6,123.56696898814631,904.4086843089982,405.4894610278102,15.567236355260563,0.3588999166814011,5.303131265741168,412.2851233105712
1952,6,144.94991657703918,457.77009619649425,304.86021683931915,45.082542762172686,2.8163677906177345,26.125907847041933,372.1257454190327
1952,6,87.14283307983585,477.1525587967858,382.710922282425,25.869717294324083,0.004619378917209427,6.506569856484844,345.4772237073769
1952,6,71.39000807445356,234.75300773157127,465.53297284327766,70.20988094017038,2.2097760081254814,19.566356135374278,412.1284545854519
1952,6,113.96611929386479,163.72316234162952,366.74110802282735,92.97943930298024,1.510695188444433,18.18421977649302,323.92553000391405
1952,7,141.1936554025414,558.5619432617528,163.443679301289,62.04892587782508,0.3897512479817372,19.78948670846181,316.6023044079412
1952,7,143.27368468856235,978.9541470933038,378.125016264763,96.36963052442023,2.2275747437460858,47.184616345856625,295.363249539543
1952,7,88.88602030854052,252.13376472629594,351.19688574810823,77.47712789007817,1.5772650142239457,11.143688018508367,408.15163862057307
1952,7,127.32462139654857,299.32172472868297,430.8543764938394,10.150642367530951,0.4472790699300827,18.20447618785694,315.0988408093668
1952,8,152.03566307656746,807.6671965774489,436.55816946684575,82.12607823224518,0.4396358560101732,45.743601137936984,342.2933410741816
1952,8,68.73797161109502,149.80779869540757,415.02620625910896,61.16629720518002,1.325195447472614,12.860667511476372,379.3983964635995
1952,8,57.10978668967459,815.7928186073691,447.22586492350644,63.02886494698392,3.8375155412022717,39.489361426552776,390.8516399275112
1952,8,152.67126528177164,358.8145740027355,312.4227701451811,33.25100798534088,1.854841081701371,40.75026670129653,396.68477336043964
1952,8,199.1646503814145,167.88976264314604,435.47680774135455,73.17009020532467,4.57902298015941,23.251145129699506,358.11986966159077
1952,9,110.91649707538369,639.3624239981272,369.4472099493416,30.603366211975935,1.5701884034747937,24.86942894523757,287.32693065156417
1952,9,156.82822905111715,325.3011073612058,431.5068905058637,57.45515605857754,4.2091672287784805,27.25701898292253,397.26578290374397
1952,9,186.32360464531953,894.6335070053764,178.68230576395135,95.55307981771612,2.2551280559651934,31.43251995977531,368.8191664718526
1952,9,161.544301790112,902.4225021622985,435.39191998639,99.4090644432605,2.2679766834351356,41.25130595838507,418.4727090622292
1952,9,110.48442090211937,210.4351294035763,95.41219259948875,67.11029710217187,3.118458416518049,44.03525861725467,404.6403015316771
1952,9,131.14587588717004,605.7777153823743,254.54453113739334,41.95133937759155,2.691733614603345,28.919937384017548,319.9628430048958
1952,10,156.13031566181655,299.1556593234618,338.78446440132876,62.99537224076481,0.5823695664811929,14.469503057572975,335.04457224985117
1952,10,113.50801236011928,380.08482339547714,207.32077958192897,72.92768260175691,0.22012897900153816,35.198357013815325,294.69992466916995
1952,10,192.05604172165388,734.5154911631398,386.40480538092044,85.05914731924985,1.2346934669591902,16.127588642485993,411.3977837981869
1952,10,114.8901988935391,194.76357243035054,110.88548250530906,55.18813031344314,1.2341625841126187,32.05567607275446,349.1291008794303
1952,10,78.33876002586868,162.41650391673696,130.0504850838323,77.55781326340609,2.140462439310829,25.31879851726337,381.551910055893
1952,11,93.02236208105468,116.48740834318936,303.6988392933384,41.80254143868316,2.174191236513324,19.543206746909426,340.8037742753288
1952,11,59.24628251552353,390.2474965210244,103.7314545136432,64.3865509550277,1.6543739212097242,29.87869433816957,384.97670593853286
1952,11,53.13980442381103,674.2985690835548,371.9167428504071,33.176260162054334,4.8363303318155415,18.16080767853691,380.3527498726727
1952,11,144.9968261654916,602.3273440626481,421.07704733525384,19.880865073744687,4.36908312772327,49.65799592018315,283.83367937646415
1952,11,53.625552820025526,675.0510596698532,226.13307478546028,18.51363837829308,4.131992996673087,40.796628241129845,309.850117023926
1952,11,154.95595336248783,225.37528000548213,344.871128658937,71.33563206491243,2.149317880314539,27.245724562535468,301.0086507686839
1952,12,155.46408556391492,889.0115668374935,399.3012737924102,96.99916935632767,0.15623309484668724,20.680849970274448,290.2473295845718
1952,12,191.33505792367492,345.7210165769099,392.59119854266027,77.85605424671321,3.570629663923646,48.0274440474891,346.9550544168321
1952,12,54.17746663741336,278.2978432044168,121.49022780315686,24.50937688837238,1.655786684121821,32.63023403871498,330.3717349235569
1952,12,149.01783544942612,100.21660276861203,459.16731873994627,68.4540922695318,1.6016396363626266,30.91875129365738,407.06769528164205
1952,12,136.23042427371064,536.3843271374428,471.4562412065028,50.05870181852902,4.111131626282295,5.130199332353171,362.9991439282199
1952,12,74.6221610838503,606.0534077128532,104.91418183036316,54.758391747010585,3.252248908689137,39.674020925360296,286.81361222665197
1952,12,91.05509442328938,988.1755322771946,277.38917570917204,37.77462408440205,2.9733276280656,33.43445379531012,298.2783958083755
1952,12,154.93384391774498,706.3287768915146,77.63784873971906,64.8832948645829,3.791928972220048,12.193395657653792,407.73124499188225
1952,12,199.8636151695966,796.1561639208516,185.45885421220464,93.31662354465102,2.401665399050717,27.353905702316126,295.81474549075125
1953,1,63.99467832151153,674.3395589381477,204.23031231369075,17.156546607216338,3.1406587259102228,11.439628936922439,347.80390379230795
1953,1,98.59689120651494,576.8976825821699,282.649362445678,39.39425922357793,4.715811288205523,22.8681167822616,331.48760703034327
1953,1,192.99801206513828,412.27036806203546,192.0261317095493,21.924418031212983,2.198168866999394,47.24801840254681,324.78598290589696
1953,1,197.63610752024735,880.6808096512557,252.7493216445171,83.25323885966338,3.381483373955752,47.432671911284515,413.03382056609155
1953,1,112.45242481946475,744.8301702225549,455.169977996419,76.7599220164155,0.503518136561788,28.357898784403748,371.4119339310877
1953,1,172.49307561382048,218.87090411258538,417.4800647685373,81.0617453409138,1.571626122762571,36.40956981893973,281.0343108072421
1953,1,128.959819379791,294.1222311755971,119.15637077247689,26.332049699035448,0.9401865564555512,44.3274263498543,314.31015316071887
1953,1,70.58222179460364,625.664718940393,482.8597631871173,82.4483672662703,3.876549108089729,17.102695103365107,414.38277811367846
1953,1,84.43809633387744,829.6048510861702,346.85151921481025,70.38251056481424,2.0224712181432514,23.28259060451557,346.64570666543625
1953,1,147.42891931240536,863.8191341946396,149.1752770612046,49.96985845441463,0.9141105345116962,40.59922388828135,355.0221452939222
1953,2,93.7382192241736,894.8491101780559,146.66632884686058,70.03613964266087,3.178613758551018,34.06626959870002,382.16254307978477
1953,2,109.89892195872655,116.01819704885435,170.54344223360118,75.28005386768878,0.738729543870989,10.482107265972381,320.50328995349474
1953,2,102.52841085962666,224.22782367697292,155.7774522545186,29.656166474720713,1.9452114990726082,43.70850402278621,326.00863158936363
1953,2,166.29470275962547,834.1240395200191,486.1162314312103,31.31127980708101,4.110581171550044,33.8077330079129,381.40018624927166
1953,3,136.97513574216356,175.12475008726435,411.0812517748942,81.60375556519632,3.9311659756450097,19.887804729432382,327.4734194535519
1953,3,149.826411313582,235.9991663783021,456.37369936372716,22.1717798473287,0.08754377188925466,49.982399127150146,388.4555595015015
1953,3,111.73456578515456,397.24064949062443,339.5909652285789,96.13194488194985,1.1668581573183419,36.44555950781498,364.1867923649173
1953,3,175.3613367836979,945.2863153585157,187.1905966733508,32.43833797699812,0.5388892476497759,36.00276748872828,399.1120169336749
1953,3,171.43809062143293,435.63841170995005,197.89930899745036,76.23634282017112,0.6297264889213772,14.47616848613825,287.02885673209624
1953,4,76.34002095627761,944.2253146280207,87.5642471136986,81.07369065719622,3.9275589244952194,49.177616046211796,291.88866502651115
1953,4,176.289601171888,902.3852707584215,79.9190613566924,38.713801861914135,0.6926408492267444,33.53006557092755,393.4341859509752
1953,4,165.26718506894267,119.92595773048426,242.1571174058548,73.27145102836808,1.2089116389155297,5.049861053345835,403.926845722029
1953,4,89.24372094377449,279.4064808363153,144.95595304431225,35.013458083862275,1.7951830095659604,8.63304553615691,356.5012721430923
1953,4,88.3115631277765,393.18386853510776,167.74205596007016,43.0579403312917,4.152559178731673,46.85659605016565,352.7871148983219
1953,4,158.33728671263898,920.2863779543808,383.43016177806663,55.897503853033705,1.6815228642148428,33.511596970012505,318.7272324107173
